,cfg_id,bow,bigram,lemmatize,remove_stopwords,rating,length,tense,sentiment1,sentiment2,db_comment_column_name,Mean_Precision,Mean_Recall,Mean_F1Score,Mean_Time,label,value
19,bow-rating-sentiment1,True,False,False,False,True,False,False,True,False,comment,0.7307692307692307,0.4418604651162791,0.5507246376811594,14.151999950408936,Feature,meanscores
20,bow-bigram,True,True,False,False,False,False,False,False,False,comment,0.6111111111111112,0.5116279069767442,0.5569620253164557,13.841000080108644,Feature,meanscores
21,bow-bigram-remove_stopwords-rating-tense-sentiment1,True,True,False,True,True,False,True,True,False,stopwords_removal,0.7142857142857143,0.3488372093023256,0.46875,12.151000022888185,Feature,meanscores
22,bow-bigram-tense-sentiment1,True,True,False,False,False,False,True,True,False,comment,0.6111111111111112,0.5116279069767442,0.5569620253164557,17.775000095367428,Feature,meanscores
23,bow-lemmatize-remove_stopwords,True,False,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.8,0.2790697674418605,0.4137931034482758,10.837999820709227,Feature,meanscores
24,bow-bigram-lemmatize-rating-tense,True,True,True,False,True,False,True,False,False,lemmatized_comment,0.6111111111111112,0.5116279069767442,0.5569620253164557,12.414000034332275,Feature,meanscores
25,bow-lemmatize,True,False,True,False,False,False,False,False,False,lemmatized_comment,0.7083333333333334,0.3953488372093023,0.5074626865671642,10.253000020980837,Feature,meanscores
26,bow-rating-tense-sentiment1,True,False,False,False,True,False,True,True,False,comment,0.7307692307692307,0.4418604651162791,0.5507246376811594,13.051000118255615,Feature,meanscores
27,bow,True,False,False,False,False,False,False,False,False,comment,0.75,0.4186046511627907,0.5373134328358209,14.33299994468689,Feature,meanscores
28,bow-bigram-lemmatize-remove_stopwords,True,True,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.6666666666666666,0.32558139534883723,0.4375,13.812000036239624,Feature,meanscores
29,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,True,False,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.75,0.2790697674418605,0.4067796610169491,9.072999954223633,Feature,meanscores
30,bow-lemmatize-rating,True,False,True,False,True,False,False,False,False,lemmatized_comment,0.72,0.4186046511627907,0.5294117647058824,11.615000009536743,Feature,meanscores
31,bigram-rating-sentiment1,False,True,False,False,True,False,False,True,False,comment,0.5396825396825397,0.7906976744186046,0.641509433962264,2.013000011444092,Feature,meanscores
32,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,False,True,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5625,0.627906976744186,0.5934065934065934,1.924999952316284,Feature,meanscores
33,bow-remove_stopwords,True,False,False,True,False,False,False,False,False,stopwords_removal,0.7333333333333333,0.2558139534883721,0.37931034482758624,13.0,Feature,meanscores
34,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,True,False,True,True,True,False,True,True,False,stopwords_removal_lemmatization,0.5196078431372549,0.913793103448276,0.6625000000000001,10.342000007629396,Not_Bug,meanscores
35,bigram,False,True,False,False,False,False,False,False,False,comment,0.72,0.3103448275862069,0.4337349397590362,1.5639998912811282,Not_Bug,meanscores
36,bow-rating-sentiment1,True,False,False,False,True,False,False,True,False,comment,0.5591397849462365,0.8965517241379308,0.6887417218543046,14.3989999294281,Not_Bug,meanscores
37,bow-bigram,True,True,False,False,False,False,False,False,False,comment,0.6,0.7758620689655172,0.6766917293233082,16.986000061035153,Not_Bug,meanscores
38,bow-bigram-remove_stopwords-rating-tense-sentiment1,True,True,False,True,True,False,True,True,False,stopwords_removal,0.53,0.913793103448276,0.6708860759493671,14.921000003814695,Not_Bug,meanscores
39,bow-bigram-tense-sentiment1,True,True,False,False,False,False,True,True,False,comment,0.569620253164557,0.7758620689655172,0.6569343065693432,18.87000012397766,Not_Bug,meanscores
40,bow-lemmatize-remove_stopwords,True,False,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.5360824742268041,0.8965517241379308,0.6709677419354838,10.190999984741213,Not_Bug,meanscores
41,bow-bigram-lemmatize-rating-tense,True,True,True,False,True,False,True,False,False,lemmatized_comment,0.5909090909090909,0.6724137931034483,0.6290322580645161,12.864000082015991,Not_Bug,meanscores
42,bow-lemmatize,True,False,True,False,False,False,False,False,False,lemmatized_comment,0.5903614457831325,0.8448275862068966,0.6950354609929078,10.642999887466429,Not_Bug,meanscores
43,bow-rating-tense-sentiment1,True,False,False,False,True,False,True,True,False,comment,0.5483870967741935,0.8793103448275862,0.6754966887417219,14.66700005531311,Not_Bug,meanscores
44,bow,True,False,False,False,False,False,False,False,False,comment,0.5568181818181818,0.8448275862068966,0.6712328767123287,16.865999937057495,Not_Bug,meanscores
45,bow-bigram-lemmatize-remove_stopwords,True,True,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.5730337078651685,0.8793103448275862,0.6938775510204079,12.641000032424927,Not_Bug,meanscores
46,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,True,False,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5142857142857142,0.9310344827586208,0.6625766871165643,10.157000064849854,Not_Bug,meanscores
47,bow-lemmatize-rating,True,False,True,False,True,False,False,False,False,lemmatized_comment,0.5747126436781609,0.8620689655172413,0.6896551724137929,11.561999797821045,Not_Bug,meanscores
48,bigram-rating-sentiment1,False,True,False,False,True,False,False,True,False,comment,0.6530612244897959,0.5517241379310345,0.5981308411214953,1.888999938964844,Not_Bug,meanscores
49,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,False,True,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5051546391752577,0.8448275862068966,0.6322580645161291,1.4869999885559082,Not_Bug,meanscores
50,bow-remove_stopwords,True,False,False,True,False,False,False,False,False,stopwords_removal,0.5360824742268041,0.8965517241379308,0.6709677419354838,12.595999956130981,Not_Bug,meanscores
51,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,True,False,True,True,True,False,True,True,False,stopwords_removal_lemmatization,0.5571428571428572,0.9069767441860463,0.6902654867256638,9.441999912261963,Not_Feature,meanscores
52,bigram,False,True,False,False,False,False,False,False,False,comment,0.625,0.2325581395348837,0.3389830508474576,1.75,Not_Feature,meanscores
53,bow-rating-sentiment1,True,False,False,False,True,False,False,True,False,comment,0.6,0.8372093023255814,0.6990291262135923,14.151999950408936,Not_Feature,meanscores
54,bow-bigram,True,True,False,False,False,False,False,False,False,comment,0.58,0.6744186046511628,0.6236559139784946,13.841000080108644,Not_Feature,meanscores
55,bow-bigram-remove_stopwords-rating-tense-sentiment1,True,True,False,True,True,False,True,True,False,stopwords_removal,0.5692307692307692,0.8604651162790697,0.6851851851851851,12.151000022888185,Not_Feature,meanscores
56,bow-bigram-tense-sentiment1,True,True,False,False,False,False,True,True,False,comment,0.58,0.6744186046511628,0.6236559139784946,17.775000095367428,Not_Feature,meanscores
57,bow-lemmatize-remove_stopwords,True,False,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.5633802816901409,0.9302325581395348,0.7017543859649124,10.837999820709227,Not_Feature,meanscores
58,bow-bigram-lemmatize-rating-tense,True,True,True,False,True,False,True,False,False,lemmatized_comment,0.58,0.6744186046511628,0.6236559139784946,12.414000034332275,Not_Feature,meanscores
59,bow-lemmatize,True,False,True,False,False,False,False,False,False,lemmatized_comment,0.5806451612903226,0.8372093023255814,0.6857142857142857,10.253000020980837,Not_Feature,meanscores
60,bow-rating-tense-sentiment1,True,False,False,False,True,False,True,True,False,comment,0.6,0.8372093023255814,0.6990291262135923,13.051000118255615,Not_Feature,meanscores
61,bow,True,False,False,False,False,False,False,False,False,comment,0.5967741935483871,0.8604651162790697,0.7047619047619048,14.33299994468689,Not_Feature,meanscores
62,bow-bigram-lemmatize-remove_stopwords,True,True,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.5538461538461539,0.8372093023255814,0.6666666666666666,13.812000036239624,Not_Feature,meanscores
63,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,True,False,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5571428571428572,0.9069767441860463,0.6902654867256638,9.072999954223633,Not_Feature,meanscores
64,bow-lemmatize-rating,True,False,True,False,True,False,False,False,False,lemmatized_comment,0.5901639344262295,0.8372093023255814,0.6923076923076923,11.615000009536743,Not_Feature,meanscores
65,bigram-rating-sentiment1,False,True,False,False,True,False,False,True,False,comment,0.6086956521739131,0.32558139534883723,0.4242424242424243,2.013000011444092,Not_Feature,meanscores
66,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,False,True,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5789473684210527,0.5116279069767442,0.5432098765432098,1.924999952316284,Not_Feature,meanscores
67,bow-remove_stopwords,True,False,False,True,False,False,False,False,False,stopwords_removal,0.5492957746478874,0.9069767441860463,0.6842105263157895,13.0,Not_Feature,meanscores
68,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,True,False,True,True,True,False,True,True,False,stopwords_removal_lemmatization,0.7428571428571429,0.4,0.52,13.168999910354614,Not_Rating,meanscores
69,bigram,False,True,False,False,False,False,False,False,False,comment,0.58,0.8923076923076924,0.703030303030303,1.944000005722046,Not_Rating,meanscores
70,bow-rating-sentiment1,True,False,False,False,True,False,False,True,False,comment,0.7073170731707317,0.4461538461538462,0.5471698113207547,19.248000144958496,Not_Rating,meanscores
71,bow-bigram,True,True,False,False,False,False,False,False,False,comment,0.7,0.6461538461538462,0.6719999999999999,20.950999975204468,Not_Rating,meanscores
72,bow-bigram-remove_stopwords-rating-tense-sentiment1,True,True,False,True,True,False,True,True,False,stopwords_removal,0.7179487179487181,0.4307692307692308,0.5384615384615385,15.816999912261965,Not_Rating,meanscores
73,bow-bigram-tense-sentiment1,True,True,False,False,False,False,True,True,False,comment,0.7142857142857143,0.6923076923076923,0.7031250000000001,19.83299994468689,Not_Rating,meanscores
74,bow-lemmatize-remove_stopwords,True,False,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.7307692307692307,0.2923076923076923,0.4175824175824176,11.871999979019165,Not_Rating,meanscores
75,bow-bigram-lemmatize-rating-tense,True,True,True,False,True,False,True,False,False,lemmatized_comment,0.7230769230769231,0.7230769230769231,0.7230769230769231,15.174000024795532,Not_Rating,meanscores
76,bow-lemmatize,True,False,True,False,False,False,False,False,False,lemmatized_comment,0.7142857142857143,0.4615384615384616,0.5607476635514019,12.855999946594238,Not_Rating,meanscores
77,bow-rating-tense-sentiment1,True,False,False,False,True,False,True,True,False,comment,0.6956521739130435,0.4923076923076923,0.5765765765765766,17.294999837875366,Not_Rating,meanscores
78,bow,True,False,False,False,False,False,False,False,False,comment,0.6829268292682927,0.4307692307692308,0.5283018867924528,16.96499991416931,Not_Rating,meanscores
79,bow-bigram-lemmatize-remove_stopwords,True,True,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.7352941176470589,0.38461538461538464,0.5050505050505051,14.200999975204468,Not_Rating,meanscores
80,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,True,False,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.7428571428571429,0.4,0.52,11.858000040054321,Not_Rating,meanscores
81,bow-lemmatize-rating,True,False,True,False,True,False,False,False,False,lemmatized_comment,0.7317073170731707,0.4615384615384616,0.5660377358490566,12.815999984741213,Not_Rating,meanscores
82,bigram-rating-sentiment1,False,True,False,False,True,False,False,True,False,comment,0.6739130434782609,0.953846153846154,0.7898089171974523,2.1130001544952397,Not_Rating,meanscores
83,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,False,True,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.6666666666666666,0.8,0.7272727272727273,1.6579999923706057,Not_Rating,meanscores
84,bow-remove_stopwords,True,False,False,True,False,False,False,False,False,stopwords_removal,0.76,0.2923076923076923,0.4222222222222223,13.464999914169312,Not_Rating,meanscores
85,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,True,False,True,True,True,False,True,True,False,stopwords_removal_lemmatization,0.5441176470588235,0.9487179487179488,0.6915887850467289,15.836999893188475,Not_UserExperience,meanscores
86,bigram,False,True,False,False,False,False,False,False,False,comment,0.9090909090909092,0.2564102564102564,0.4,2.056999921798706,Not_UserExperience,meanscores
87,bow-rating-sentiment1,True,False,False,False,True,False,False,True,False,comment,0.7058823529411765,0.9230769230769232,0.8,19.016000032424927,Not_UserExperience,meanscores
88,bow-bigram,True,True,False,False,False,False,False,False,False,comment,0.8684210526315791,0.8461538461538461,0.8571428571428572,21.7810001373291,Not_UserExperience,meanscores
89,bow-bigram-remove_stopwords-rating-tense-sentiment1,True,True,False,True,True,False,True,True,False,stopwords_removal,0.5873015873015873,0.9487179487179488,0.7254901960784313,18.325999975204468,Not_UserExperience,meanscores
90,bow-bigram-tense-sentiment1,True,True,False,False,False,False,True,True,False,comment,0.8292682926829268,0.8717948717948718,0.85,21.888999938964844,Not_UserExperience,meanscores
91,bow-lemmatize-remove_stopwords,True,False,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.6666666666666666,0.9230769230769232,0.7741935483870969,12.49399995803833,Not_UserExperience,meanscores
92,bow-bigram-lemmatize-rating-tense,True,True,True,False,True,False,True,False,False,lemmatized_comment,0.8947368421052632,0.8717948717948718,0.8831168831168832,17.200000047683716,Not_UserExperience,meanscores
93,bow-lemmatize,True,False,True,False,False,False,False,False,False,lemmatized_comment,0.7954545454545454,0.8974358974358975,0.8433734939759037,15.435999870300293,Not_UserExperience,meanscores
94,bow-rating-tense-sentiment1,True,False,False,False,True,False,True,True,False,comment,0.6666666666666666,0.9230769230769232,0.7741935483870969,18.19099998474121,Not_UserExperience,meanscores
95,bow,True,False,False,False,False,False,False,False,False,comment,0.7826086956521741,0.9230769230769232,0.8470588235294119,18.2810001373291,Not_UserExperience,meanscores
96,bow-bigram-lemmatize-remove_stopwords,True,True,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.7346938775510204,0.9230769230769232,0.8181818181818182,15.542999982833862,Not_UserExperience,meanscores
97,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,True,False,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5352112676056338,0.9743589743589745,0.6909090909090908,13.225000143051147,Not_UserExperience,meanscores
98,bow-lemmatize-rating,True,False,True,False,True,False,False,False,False,lemmatized_comment,0.7659574468085106,0.9230769230769232,0.8372093023255814,13.966000080108644,Not_UserExperience,meanscores
99,bigram-rating-sentiment1,False,True,False,False,True,False,False,True,False,comment,0.8235294117647058,0.7179487179487181,0.7671232876712328,2.192000150680542,Not_UserExperience,meanscores
100,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,False,True,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5342465753424658,1.0,0.6964285714285714,1.6630001068115234,Not_UserExperience,meanscores
101,bow-remove_stopwords,True,False,False,True,False,False,False,False,False,stopwords_removal,0.6428571428571429,0.9230769230769232,0.7578947368421054,17.591000080108646,Not_UserExperience,meanscores
102,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,True,False,True,True,True,False,True,True,False,stopwords_removal_lemmatization,0.5894736842105263,0.8615384615384616,0.7,13.168999910354614,Rating,meanscores
103,bigram,False,True,False,False,False,False,False,False,False,comment,0.7666666666666667,0.3538461538461539,0.4842105263157896,1.944000005722046,Rating,meanscores
104,bow-rating-sentiment1,True,False,False,False,True,False,False,True,False,comment,0.5955056179775281,0.8153846153846154,0.6883116883116883,19.248000144958496,Rating,meanscores
105,bow-bigram,True,True,False,False,False,False,False,False,False,comment,0.6714285714285714,0.7230769230769231,0.6962962962962963,20.950999975204468,Rating,meanscores
106,bow-bigram-remove_stopwords-rating-tense-sentiment1,True,True,False,True,True,False,True,True,False,stopwords_removal,0.5934065934065934,0.8307692307692308,0.6923076923076923,15.816999912261965,Rating,meanscores
107,bow-bigram-tense-sentiment1,True,True,False,False,False,False,True,True,False,comment,0.7014925373134329,0.7230769230769231,0.7121212121212122,19.83299994468689,Rating,meanscores
108,bow-lemmatize-remove_stopwords,True,False,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.5576923076923077,0.8923076923076924,0.6863905325443788,11.871999979019165,Rating,meanscores
109,bow-bigram-lemmatize-rating-tense,True,True,True,False,True,False,True,False,False,lemmatized_comment,0.7230769230769231,0.7230769230769231,0.7230769230769231,15.174000024795532,Rating,meanscores
110,bow-lemmatize,True,False,True,False,False,False,False,False,False,lemmatized_comment,0.6022727272727273,0.8153846153846154,0.6928104575163401,12.855999946594238,Rating,meanscores
111,bow-rating-tense-sentiment1,True,False,False,False,True,False,True,True,False,comment,0.6071428571428571,0.7846153846153846,0.6845637583892616,17.294999837875366,Rating,meanscores
112,bow,True,False,False,False,False,False,False,False,False,comment,0.5842696629213483,0.8,0.6753246753246753,16.96499991416931,Rating,meanscores
113,bow-bigram-lemmatize-remove_stopwords,True,True,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.5833333333333334,0.8615384615384616,0.6956521739130435,14.200999975204468,Rating,meanscores
114,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,True,False,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.5894736842105263,0.8615384615384616,0.7,11.858000040054321,Rating,meanscores
115,bow-lemmatize-rating,True,False,True,False,True,False,False,False,False,lemmatized_comment,0.6067415730337079,0.8307692307692308,0.7012987012987012,12.815999984741213,Rating,meanscores
116,bigram-rating-sentiment1,False,True,False,False,True,False,False,True,False,comment,0.9210526315789472,0.5384615384615384,0.6796116504854368,2.1130001544952397,Rating,meanscores
117,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,False,True,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.75,0.6,0.6666666666666666,1.6579999923706057,Rating,meanscores
118,bow-remove_stopwords,True,False,False,True,False,False,False,False,False,stopwords_removal,0.5619047619047619,0.9076923076923076,0.6941176470588235,13.464999914169312,Rating,meanscores
119,bow-lemmatize-remove_stopwords-rating-tense-sentiment1,True,False,True,True,True,False,True,True,False,stopwords_removal_lemmatization,0.8,0.20512820512820512,0.32653061224489793,15.836999893188475,UserExperience,meanscores
120,bigram,False,True,False,False,False,False,False,False,False,comment,0.5671641791044776,0.9743589743589745,0.7169811320754716,2.056999921798706,UserExperience,meanscores
121,bow-rating-sentiment1,True,False,False,False,True,False,False,True,False,comment,0.8888888888888888,0.6153846153846154,0.7272727272727273,19.016000032424927,UserExperience,meanscores
122,bow-bigram,True,True,False,False,False,False,False,False,False,comment,0.85,0.8717948717948718,0.8607594936708862,21.7810001373291,UserExperience,meanscores
123,bow-bigram-remove_stopwords-rating-tense-sentiment1,True,True,False,True,True,False,True,True,False,stopwords_removal,0.8666666666666667,0.3333333333333333,0.4814814814814816,18.325999975204468,UserExperience,meanscores
124,bow-bigram-tense-sentiment1,True,True,False,False,False,False,True,True,False,comment,0.8648648648648649,0.8205128205128205,0.8421052631578947,21.888999938964844,UserExperience,meanscores
125,bow-lemmatize-remove_stopwords,True,False,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.875,0.5384615384615384,0.6666666666666666,12.49399995803833,UserExperience,meanscores
126,bow-bigram-lemmatize-rating-tense,True,True,True,False,True,False,True,False,False,lemmatized_comment,0.875,0.8974358974358975,0.8860759493670887,17.200000047683716,UserExperience,meanscores
127,bow-lemmatize,True,False,True,False,False,False,False,False,False,lemmatized_comment,0.8823529411764706,0.7692307692307693,0.8219178082191781,15.435999870300293,UserExperience,meanscores
128,bow-rating-tense-sentiment1,True,False,False,False,True,False,True,True,False,comment,0.875,0.5384615384615384,0.6666666666666666,18.19099998474121,UserExperience,meanscores
129,bow,True,False,False,False,False,False,False,False,False,comment,0.90625,0.7435897435897436,0.8169014084507042,18.2810001373291,UserExperience,meanscores
130,bow-bigram-lemmatize-remove_stopwords,True,True,True,True,False,False,False,False,False,stopwords_removal_lemmatization,0.8965517241379308,0.6666666666666666,0.7647058823529411,15.542999982833862,UserExperience,meanscores
131,bow-lemmatize-remove_stopwords-rating-tense-sentiment2,True,False,True,True,True,False,True,False,True,stopwords_removal_lemmatization,0.8571428571428571,0.15384615384615385,0.2608695652173913,13.225000143051147,UserExperience,meanscores
132,bow-lemmatize-rating,True,False,True,False,True,False,False,False,False,lemmatized_comment,0.9032258064516128,0.7179487179487181,0.8,13.966000080108644,UserExperience,meanscores
133,bigram-rating-sentiment1,False,True,False,False,True,False,False,True,False,comment,0.75,0.8461538461538461,0.7951807228915663,2.192000150680542,UserExperience,meanscores
134,bigram-lemmatize-remove_stopwords-rating-tense-sentiment2,False,True,True,True,True,False,True,False,True,stopwords_removal_lemmatization,1.0,0.1282051282051282,0.2272727272727273,1.6630001068115234,UserExperience,meanscores
135,bow-remove_stopwords,True,False,False,True,False,False,False,False,False,stopwords_removal,0.8636363636363636,0.4871794871794872,0.6229508196721311,17.591000080108646,UserExperience,meanscores
